Identifiant,Titre,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Cafetiere,Cles remises par l'hote,Couloir large,Cuisiniere,Depot des bagages autorise,Draps,Eau chaude,Entree large,Entree privee,Equipements de baes,Four,Lave-vaisselle,Lit-parapluie,Livres et jouets pour enfants,Oreillers et couvertures supplementaires,Refrigerateur,Sejour longue duree autorise,Ustensiles de cuisine de base,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible,id,prefixe,code,created,updated
"3077155",Agreable T2 + terrasse,68,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,X,X,,,X,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000PT,"000",PT,2014/11/25,2018/12/06
"3098429",Studio de charme plein centre,65,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,,,,,,X,,,X,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"3101813",T3 avec tennis,130,AIX EN PROVENCE,13,Appartement,3,Logement entier,5,1,2,0,,X,,X,X,,X,,X,,X,X,,,,X,,,X,X,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000LY,"000",LY,2003/01/07,2018/12/06
"3108690",Studio avec terrasse vue degagee,80,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,,X,X,,X,,X,,,,,,X,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"3165236",A very cozy room in the city heart!,47,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,,X,,X,X,,X,,X,,,X,,X,,,,,,X,,X,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AK,"000",AK,1999/12/01,2018/12/06
"3247232",T1 de charme centre historique,81,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,,,,,X,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"3268436",Maison Campagne Nature Ste Victoire,60,AIX EN PROVENCE,13,Maison,3,Logement entier,4,1,2,0,,X,X,,X,,X,X,X,X,X,X,,,,X,,,X,,,X,,,,X,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,1,Chien(s) et Autres animaux,,"0",13001000EN,"000",EN,2000/01/06,2018/12/06
"3276034",T2 Sainte Victoire Campagne Nature,50,AIX EN PROVENCE,13,Maison,3,Logement entier,4,1,1,0,Vrai lit,X,X,,X,,X,,X,X,X,X,,,,X,X,,,,X,X,,,,X,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,1,Chien(s),,"0",13001000EN,"000",EN,2000/01/06,2018/12/06
"3278548",Chambre calme,42,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,,,X,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000BX,"000",BX,1999/12/10,2018/12/06
"3287219",8km Aix Centre VILLA LUXE - Piscine,318,AIX EN PROVENCE,13,Maison,3,Logement entier,5,2,3,0,,X,X,X,,,X,,X,X,X,X,X,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",,,,,
"3287225",studio dans pinede,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,X,,X,X,X,,X,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000HA,"000",HA,2000/01/10,2018/12/06
"3357639",Maison avec piscine-Aix en Provence,289,AIX EN PROVENCE,13,Maison,3,Logement entier,7,2,4,0,,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,,,X,,X,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,7,,,"0",13001000DN,"000",DN,1999/12/16,2018/12/07
"3357820",T2 45 m2 coeur historique d'Aix,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,,,X,,X,,,X,,,X,X,,,,,,X,,,,,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AE,"000",AE,1999/12/01,2018/12/06
"3387331",Charmant 2 pieces/Centre historique,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,,X,,X,,X,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"3404400",Lumineux T2 aixois avec balcon,40,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,,,,X,,X,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000CO,"000",CO,1999/12/14,2018/12/06
"3409475",Excellent situation historic center,81,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape,X,,X,X,,,X,,,,X,,,,,,,,,,X,,,,,X,X,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CT,"000",CT,1999/12/14,2018/12/06
"3441056",studio meuble Aix en Provence,43,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,,,X,,X,,,,,,,,,,,,,,,X,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"3469281",2 chambres la campagne a la ville,95,AIX EN PROVENCE,13,Maison,2,Chambre privee,4,5,1,0,,,,,X,,,,X,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BI,"000",BI,1999/12/06,2018/12/06
"3470595",Studio petit jardin vieille ville,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,X,X,,X,,X,,,X,,,,,,,,,,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000AR,"000",AR,1999/12/02,2018/12/06
"3649450",Appartement cosy centre d'Aix avec clim,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,X,X,,X,X,,,X,X,X,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"3657218",Charming House near Aix-en-Provence,90,AIX EN PROVENCE,13,Maison,3,Logement entier,5,1,3,0,,X,X,X,,,,,X,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000RX,"000",RX,2018/12/04,2018/12/06
"3674520",Cosy apartment centre Aix with WiFi,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,X,X,,X,X,X,,,X,X,,,,,X,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AN,"000",AN,1999/12/01,2018/12/06
"3680738",chambre independante douche et WC,60,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,,X,X,X,,X,,,,,X,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"3703184",Tres Joli Studio Tout Confort,70,AIX EN PROVENCE,13,Villa,2,Chambre privee,2,1,1,0,,X,,X,X,,,,X,,X,X,,,,,,,X,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CI,"000",CI,1999/12/13,2018/12/06
"3711599",Une chambre la campagne a la ville,50,AIX EN PROVENCE,13,Maison,2,Chambre privee,2,5,1,0,Vrai lit,,X,,X,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BI,"000",BI,1999/12/06,2018/12/06
"3725299",Aix Centre Suite Terrasse Clim,90,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,Vrai lit,X,X,X,,,X,X,X,,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"3519676",Cœur du vieux Aix | Place du Marche,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,X,,X,,X,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"3575761",villa contemporaine avec piscine,300,AIX EN PROVENCE,13,Maison,3,Logement entier,4,2,3,0,,X,,X,,,,X,X,X,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Chat(s),,"0",13001000RY,"000",RY,2018/12/04,2018/12/06
"3576477",6min du Centre Piscine & Jardin Aix,58,AIX EN PROVENCE,13,Maison,2,Chambre privee,2,1,1,0,Vrai lit,X,X,,X,,X,,,,X,X,X,X,X,X,,,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000EW,"000",EW,2000/01/07,2018/12/06
"3823454",T2  Aix - Le Tholonet,39,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,X,,X,X,,,X,X,X,,,X,X,,X,X,,X,,,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,1,,,"0",,,,,
"3841173",Joli 2 Pces au centre ville - Calme,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,,X,,X,,,,,X,,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AM,"000",AM,1999/12/01,2018/12/06
"3954965",a 5min a pied du centre ville,75,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Canape convertible,X,,X,X,,X,X,X,X,,X,X,,X,,,,X,X,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,1,Chien(s),,"0",13001000AO,"000",AO,1999/12/02,2018/12/06
"3956753",ESPARIAT STUDIO CONFORT AIX CENTRE,25,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,,,X,,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000AM,"000",AM,1999/12/01,2018/12/06
"3975288",T1 mezzanine de 32m2 Aix Cardeurs,27,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,,X,,,,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"3975787",T2/3 60m2 appart la Glaciere AIX CV,42,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,,X,X,,,,X,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"4013456",Studio Aix en Provence avec jardin,70,AIX EN PROVENCE,13,Maison,3,Logement entier,4,1,0,0,,X,X,X,X,,X,X,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000BW,"000",BW,1999/12/10,2018/12/06
"4234297",Elegance & Comfort in Historic Aix,200,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,,,X,,X,,X,X,,X,X,,,,,,,,,X,,,,,,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"4299814",Jolie chambre calme a 5mm a pied du centre-ville,40,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,15,1,0,,,X,X,X,,X,,X,X,X,X,X,,,X,,,,,,X,,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,1,Chien(s) et Chat(s),,"0",13001000CE,"000",CE,1999/12/13,2018/12/06
"4388390",SUPERBE APPART  CALME CENTRE VILLE,75,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BX,"000",BX,1999/12/10,2018/12/06
"4441827",Bel appartement terrasse Aix,119,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,X,,X,X,,,X,,,,X,,X,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AO,"000",AO,1999/12/02,2018/12/06
"4467473",Sublime appartement terrasse Aix,150,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,X,X,,X,X,X,X,,X,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000AI,"000",AI,1999/12/01,2018/12/06
"4467559",Appartement cosy terrasse Aix,115,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,,X,X,X,X,,X,,X,X,,X,X,,,X,,,,,,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AI,"000",AI,1999/12/01,2018/12/06
"4467629",Sublime maison de ville Aix,240,AIX EN PROVENCE,13,Maison,3,Logement entier,5,2,0,0,,X,X,X,X,,X,X,X,X,,X,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000BX,"000",BX,1999/12/10,2018/12/06
"4487328",Charmant appartement dans centre 1,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,0,0,,X,,X,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"4487681",Charmant appartement dans centre 2,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"4487824",Charmant appartement dans centre 3,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,,X,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"4497030",Bastide Moderne Aixoise,515,AIX EN PROVENCE,13,Maison,3,Logement entier,8,3,4,0,,X,,X,X,,X,X,X,X,X,X,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000SK,"000",SK,2018/12/04,2018/12/06
"4505392",Bedroom in penthouse with parking,55,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,15,1,0,,,X,X,X,,X,X,X,,X,X,,,,X,,,X,X,,X,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000KS,"000",KS,2000/01/24,2018/12/06
"4514115",Beau 2 pieces tout confort avec Terrasse,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,X,X,X,,,,,,,X,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000LY,"000",LY,2003/01/07,2018/12/06
"4515337",Appartement centre historique,51,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"4521844",Le Mejanes,136,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,X,X,X,,,,X,,,,X,,X,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CH,"000",CH,1999/12/13,2018/12/06
"4537913",Studio coquet avec jardin ombrage !,39,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,0,0,,X,X,,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,6,Chat(s),,"0",13001000PM,"000",PM,2000/02/15,2018/12/06
"4600909",Bright spacious studio in Aix,88,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,,X,,X,X,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000DR,"000",DR,1999/12/16,2018/12/06
"4604382",Charmant studio a Aix en Provence,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,0,0,Vrai lit,X,X,X,,,X,X,,,X,X,,,,,,,X,X,,,,,,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000KV,"000",KV,2002/06/04,2018/12/06
"4611324",Aix Centre et une belle suite Cosy,56,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,,,X,X,X,,,X,,,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AH,"000",AH,1999/12/01,2018/12/06
"4640354",Appartement spacieux centre ville,72,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,,,X,X,,X,X,,,,,X,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AV,"000",AV,1999/12/02,2018/12/06
"4350004",Appartement Aix centre avec garage,64,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,,X,X,,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CN,"000",CN,1999/12/14,2018/12/06
"4356274",studio calme wifi centre historique,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AH,"000",AH,1999/12/01,2018/12/06
"4669536",Grande chambre 10mn du centre ville,37,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,,X,X,,,X,,,,,,,X,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,1,Chien(s),,"0",13001000DA,"000",DA,1999/12/15,2018/12/06
"4707928",Beau studio 25m2 Centre d'Aix,59,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,,,,X,,,,,,,,X,,X,X,,,,,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,6,,,"0",13001000AO,"000",AO,1999/12/02,2018/12/06
"4727629",Joli Appartement  + Balcon -  10 min centre ville,45,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,,X,X,X,X,,X,X,X,,X,X,,,,,,,,,,X,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CL,"000",CL,1999/12/14,2018/12/06
"4731466",Au calme avec vue dominante,100,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,,,,X,,,,,,,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CZ,"000",CZ,1999/12/15,2018/12/06
"4769846",XTRA studio long term welcome january till april,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,X,X,,X,,,,,X,,,,X,,,,,,X,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"4791371",Appart au calme en centre-ville !,49,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,15,1,0,Canape convertible,X,X,,X,,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AZ,"000",AZ,1999/12/03,2018/12/06
"4829110",joli studio wifi clim calme Aix,69,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,X,X,,X,X,X,,,X,,,X,X,,,,,,,,,,,,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AI,"000",AI,1999/12/01,2018/12/06
"4918926",MAISON PROVENCALE Proche C-ville,115,AIX EN PROVENCE,13,Maison,3,Logement entier,6,2,3,0,,X,X,X,,,X,X,X,,X,X,X,,,X,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000CW,"000",CW,2003/01/07,2014/02/14
"4943007",Maison agreable proche d'aix et de marseille,125,AIX EN PROVENCE,13,Maison,3,Logement entier,8,15,4,0,,X,,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,2,,,"0",,,,,
"5001726",Centre Aix Duplex jardin park wifi,190,AIX EN PROVENCE,13,Appartement,3,Logement entier,6,3,3,0,,X,X,X,X,,X,X,X,X,X,X,X,,X,X,,,,,,X,,,,,,X,X,X,X,X,,X,,X,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AY,"000",AY,1999/12/17,2018/12/06
"5334163",T2 Coeur Centre historique d'Aix,60,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,,X,,X,,,,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"5341955",Studio a 5mn de la gare routiere !,30,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,,X,X,,X,,X,,,,,,,X,,,,,,,,,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CO,"000",CO,1999/12/14,2018/12/06
"5360427",Coquet appart vue Sainte Victoire,59,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,,X,X,,X,,,,X,,,,X,X,,,,X,,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000HZ,"000",HZ,2002/02/12,2018/12/06
"5390922",Aix 84m2 -3 chambres balcon parking,90,AIX EN PROVENCE,13,Appartement,3,Logement entier,8,1,3,0,,X,X,X,X,,X,,X,,X,X,,,X,X,,,,,,X,,,,,,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000CD,"000",CD,1999/12/13,2018/12/06
"5392112",Villa avec piscine SANS  vis a vis,275,AIX EN PROVENCE,13,Maison,3,Logement entier,7,2,4,0,,X,X,X,X,,X,,X,X,X,X,X,,X,X,,,,,X,X,,X,,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,2,,,"0",13001000MS,"000",MS,2018/03/15,2018/03/15
"5407190",Suite ds villa piscine a Aix enPce,59,AIX EN PROVENCE,13,Maison,2,Chambre privee,2,1,1,0,Vrai lit,,,X,X,,X,,,,X,X,,,,,,,,,,,,X,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,2,,,"0",13001000HY,"000",HY,2000/01/11,2018/12/06
"5417971",Pavillon de la Torse  AixEnProvence,500,AIX EN PROVENCE,13,Maison,3,Logement entier,10,55,5,0,,X,X,X,,,X,,X,X,X,X,,,,,,,,,,,,X,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,7,,,"0",13001000BM,"000",BM,1999/12/06,2018/12/06
"5425078",Cozy Bedroom in Centre Ville!,39,AIX EN PROVENCE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,X,X,,X,,X,,X,X,,X,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AE,"000",AE,1999/12/01,2018/12/06
"5430943",Jolie maison provencale proche Aix,275,AIX EN PROVENCE,13,Maison,3,Logement entier,8,2,3,0,,X,X,X,X,,X,X,X,X,X,X,X,,X,X,,,,,,X,,X,,,,,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,7,,,"0",,,,,
"5138409",Partie centrale d'un Mas Provencal,320,AIX EN PROVENCE,13,Maison,3,Logement entier,9,2,5,0,,X,X,X,X,,X,X,X,,X,X,,,,X,,,,,,,,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,7,Chien(s),,"0",13001000LO,"000",LO,2000/01/31,2018/12/06
"5225983",Appart provencal a 2 pas du centre,38,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BA,"000",BA,1999/12/03,2018/12/06
"5533159",Bastide des Amandiers,572,AIX EN PROVENCE,13,Maison,3,Logement entier,8,4,4,0,,X,,X,X,,X,,X,X,X,X,X,,,X,,,,,X,X,,X,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,7,,,"0",13001000NP,"000",NP,2000/02/16,2018/12/06
"5534912",Appartement lumineux dans un manoir,100,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,X,X,X,,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,2,Chien(s) et Chat(s),,"0",13001000LO,"000",LO,2000/01/31,2018/12/06
"5535515",Demeure stylee,300,AIX EN PROVENCE,13,Maison,3,Logement entier,8,2,3,0,,X,X,X,X,,X,,X,X,X,X,X,,X,X,,,,,,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,5,Chat(s) et Autres animaux,,"0",,,,,
"5630670",Charmant 35m2 pres du centre ville,65,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,,X,,X,X,,X,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BM,"000",BM,1999/12/06,2018/12/06
"5656366",AIX-en-PROVENCE CENTRE HISTORIQUE,100,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,2,0,,X,,X,X,,X,,X,,,X,,,X,X,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
